CRN,CRASH_YEAR,VEH_TYPE
2011099281,2011,Automobile
2011099281,2011,unknown
2011099282,2011,SUV
2011099282,2011,Small truck
2011099282,2011,Automobile
2011099282,2011,Small truck
2011099282,2011,Automobile
2011099346,2011,Van
2011099581,2011,Small truck
2011099581,2011,Automobile
2011099581,2011,Automobile
2011099582,2011,Van
2011099582,2011,Small truck
2011099582,2011,Automobile
2011099584,2011,Automobile
2011099585,2011,Small truck
2011099586,2011,Automobile
2011099586,2011,Automobile
2011099588,2011,Automobile
2011099588,2011,Automobile
2011099591,2011,Automobile
2011099591,2011,Automobile
2011099592,2011,Automobile
2011099747,2011,Large truck
2011099747,2011,Automobile
2011099911,2011,Automobile
2011099987,2011,Automobile
2011099987,2011,Automobile
2011099989,2011,Automobile
2011099989,2011,Large truck
2011099990,2011,Automobile
2011099990,2011,Automobile
2011099990,2011,Automobile
2011100294,2011,Small truck
2011100294,2011,SUV
2011100294,2011,SUV
2011100294,2011,Automobile
2011100295,2011,Automobile
2011100295,2011,Unicycle bicycle or tricycle
2011100296,2011,Automobile
2011100296,2011,Small truck
2011100296,2011,Other type special veh
2011100297,2011,SUV
2011100297,2011,Automobile
2011100297,2011,Automobile
2011100297,2011,Automobile
2011100297,2011,Automobile
2011100297,2011,SUV
2011100297,2011,Van
2011100297,2011,Automobile
2011100297,2011,Automobile
2011100297,2011,Automobile
2011100297,2011,Automobile
2011100297,2011,Automobile
2011100297,2011,Automobile
2011100297,2011,SUV
2011100297,2011,SUV
2011100297,2011,Automobile
2011100297,2011,Van
2011100297,2011,Small truck
2011100297,2011,Van
2011100297,2011,Small truck
2011100297,2011,Automobile
2011100297,2011,Automobile
2011100298,2011,Automobile
2011100299,2011,Automobile
2011100299,2011,Automobile
2011100335,2011,SUV
2011100335,2011,Small truck
2011100626,2011,Automobile
2011100626,2011,Automobile
2011100627,2011,Automobile
2011100627,2011,Bus
2011100629,2011,Automobile
2011100629,2011,Van
2011100629,2011,Automobile
2011100630,2011,Motorcycle
2011100630,2011,Large truck
2011100631,2011,Automobile
2011100632,2011,Automobile
2011100632,2011,Automobile
2011100632,2011,Automobile
2011100633,2011,Van
2011100633,2011,Automobile
2011100634,2011,Automobile
2011100634,2011,unknown
2011100634,2011,SUV
2011100635,2011,SUV
2011100636,2011,SUV
2011100636,2011,SUV
2011100637,2011,SUV
2011100637,2011,SUV
2011100638,2011,Automobile
2011100638,2011,Unicycle bicycle or tricycle
2011100639,2011,Motorcycle
2011100639,2011,Automobile
2011100640,2011,Automobile
2011100640,2011,SUV
2011100641,2011,unknown
2011100642,2011,Automobile
2011100642,2011,SUV
2011100643,2011,Automobile
2011100643,2011,Automobile
2011100644,2011,Automobile
2011100644,2011,Automobile
2011100645,2011,Automobile
2011100645,2011,Van
2011100645,2011,Automobile
2011100646,2011,Automobile
2011100646,2011,Automobile
2011100647,2011,Automobile
2011100647,2011,Automobile
2011100648,2011,Automobile
2011100648,2011,Automobile
2011100648,2011,Van
2011100649,2011,Automobile
2011100649,2011,Small truck
2011100656,2011,Motorcycle
2011100656,2011,Automobile
2011100657,2011,Bus
2011100657,2011,Automobile
2011100658,2011,Automobile
2011100659,2011,Automobile
2011100660,2011,SUV
2011100662,2011,Automobile
2011100662,2011,SUV
2011100663,2011,Automobile
2011100664,2011,Van
2011100664,2011,Automobile
2011100664,2011,Automobile
2011100665,2011,Large truck
2011100665,2011,Automobile
2011100666,2011,Automobile
2011100667,2011,Van
2011100667,2011,Small truck
2011100668,2011,Automobile
2011100669,2011,SUV
2011100669,2011,Automobile
2011100670,2011,SUV
2011100670,2011,Automobile
2011100670,2011,SUV
2011100670,2011,Automobile
2011100670,2011,Van
2011100672,2011,SUV
2011100672,2011,Bus
2011100673,2011,Automobile
2011100673,2011,Automobile
2011100674,2011,Automobile
2011100675,2011,Automobile
2011100675,2011,Small truck
2011100681,2011,Automobile
2011100682,2011,unknown
2011100683,2011,Automobile
2011100683,2011,Automobile
2011100684,2011,Automobile
2011100684,2011,Automobile
2011100685,2011,Automobile
2011100685,2011,SUV
2011100686,2011,Automobile
2011100686,2011,SUV
2011100687,2011,Small truck
2011100687,2011,Automobile
2011100688,2011,Small truck
2011100689,2011,Automobile
2011100689,2011,Automobile
2011100690,2011,Automobile
2011100690,2011,Small truck
2011100692,2011,SUV
2011100693,2011,Automobile
2011100693,2011,Automobile
2011100697,2011,Automobile
2011100697,2011,Automobile
2011100698,2011,Small truck
2011100699,2011,Automobile
2011100699,2011,Automobile
2011100700,2011,Automobile
2011100700,2011,Automobile
2011100701,2011,Automobile
2011100702,2011,Automobile
2011100702,2011,Motorcycle
2011100703,2011,SUV
2011100703,2011,Unicycle bicycle or tricycle
2011100705,2011,Automobile
2011100705,2011,SUV
2011100706,2011,Automobile
2011000009,2011,Automobile
2011000009,2011,SUV
2011000009,2011,Automobile
2011000064,2011,Automobile
2011000064,2011,Bus
2011000071,2011,SUV
2011000071,2011,Automobile
2011000071,2011,SUV
2011002671,2011,Automobile
2011002673,2011,Automobile
2011002673,2011,Automobile
2011003540,2011,Large truck
2011003540,2011,Automobile
2011003540,2011,Van
2011003752,2011,Automobile
2011003752,2011,Automobile
2011004073,2011,Small truck
2011004073,2011,Small truck
2011004282,2011,Automobile
2011004282,2011,Automobile
2011004982,2011,Automobile
2011004982,2011,Automobile
2011004982,2011,Van
2011005077,2011,Automobile
2011005078,2011,Small truck
2011005079,2011,Automobile
2011005079,2011,Automobile
2011005375,2011,Automobile
2011005375,2011,Small truck
2011005375,2011,Automobile
2011005654,2011,Automobile
2011005654,2011,Automobile
2011005655,2011,SUV
2011005656,2011,Automobile
2011005656,2011,Automobile
2011005656,2011,Small truck
2011005854,2011,Small truck
2011005854,2011,Small truck
2011006092,2011,Automobile
2011006092,2011,Automobile
2011006548,2011,Automobile
2011006550,2011,Automobile
2011006550,2011,Automobile
2011006939,2011,SUV
2011006939,2011,Automobile
2011007359,2011,Automobile
2011007671,2011,Automobile
2011007671,2011,Automobile
2011007671,2011,Automobile
2011007672,2011,Automobile
2011007674,2011,Automobile
2011007675,2011,Automobile
2011007675,2011,Automobile
2011007675,2011,Automobile
2011007675,2011,Automobile
2011007677,2011,Automobile
2011007677,2011,SUV
2011007678,2011,Automobile
2011007678,2011,SUV
2011007680,2011,SUV
2011007680,2011,Van
2011007680,2011,Automobile
2011007682,2011,Automobile
2011008810,2011,Automobile
2011008810,2011,Automobile
2011008812,2011,Automobile
2011008812,2011,Automobile
2011009052,2011,SUV
2011009052,2011,Automobile
2011009279,2011,Automobile
2011009477,2011,Large truck
2011009477,2011,Large truck
2011009753,2011,Automobile
2011009753,2011,SUV
2011009787,2011,Small truck
2011009787,2011,Small truck
2011009788,2011,Automobile
2011009788,2011,Van
2011009788,2011,Automobile
2011009788,2011,Automobile
2011009798,2011,Automobile
2011009798,2011,Unicycle bicycle or tricycle
2011009801,2011,Automobile
2011009801,2011,Automobile
2011009810,2011,Automobile
2011009810,2011,SUV
2011009810,2011,Automobile
2011009841,2011,Automobile
2011009843,2011,Automobile
2011009844,2011,Automobile
2011009844,2011,Automobile
2011009956,2011,Automobile
2011009957,2011,Automobile
2011009957,2011,Automobile
2011009962,2011,SUV
2011009962,2011,Automobile
2011009967,2011,Small truck
2011009968,2011,Automobile
2011009968,2011,Automobile
2011009968,2011,Automobile
2011009969,2011,Automobile
2011009971,2011,Automobile
2011009971,2011,Large truck
2011009974,2011,Automobile
2011009974,2011,Automobile
2011009975,2011,Automobile
2011009975,2011,Automobile
2011009976,2011,Automobile
2011009976,2011,SUV
2011009982,2011,SUV
2011009983,2011,Automobile
2011009984,2011,SUV
2011009984,2011,SUV
2011009988,2011,Small truck
2011009988,2011,SUV
2011009989,2011,Automobile
2011009989,2011,Automobile
2011009989,2011,Small truck
2011009991,2011,Automobile
2011009991,2011,Van
2011009992,2011,Automobile
2011009992,2011,Automobile
2011009993,2011,Automobile
2011009993,2011,Automobile
2011009994,2011,Automobile
2011009995,2011,Automobile
2011009997,2011,unknown
2011010003,2011,Small truck
2011010003,2011,Automobile
2011010003,2011,SUV
2011010004,2011,Automobile
2011010004,2011,Automobile
2011010006,2011,Automobile
2011010006,2011,SUV
2011010006,2011,SUV
2011010008,2011,Automobile
2011010008,2011,Automobile
2011010013,2011,Automobile
2011010013,2011,Automobile
2011010018,2011,Small truck
2011010018,2011,Automobile
2011010019,2011,Automobile
2011010024,2011,Automobile
2011010024,2011,Automobile
2011010026,2011,unknown
2011010026,2011,Automobile
2011010034,2011,Automobile
2011010034,2011,SUV
2011010035,2011,Automobile
2011010035,2011,Automobile
2011010036,2011,SUV
2011010037,2011,Automobile
2011010037,2011,Automobile
2011010037,2011,Van
2011010051,2011,Small truck
2011010051,2011,Automobile
2011010051,2011,Automobile
2011010053,2011,Automobile
2011010053,2011,SUV
2011010186,2011,Automobile
2011010485,2011,Van
2011010485,2011,Automobile
2011010600,2011,Automobile
2011010600,2011,Automobile
2011010605,2011,Automobile
2011010605,2011,Bus
2011010610,2011,SUV
2011010610,2011,Automobile
2011010611,2011,SUV
2011010611,2011,SUV
2011010620,2011,Automobile
2011010646,2011,Automobile
2011011023,2011,SUV
2011011023,2011,Small truck
2011011024,2011,Automobile
2011011024,2011,Van
2011011025,2011,unknown
2011011025,2011,Automobile
2011011027,2011,Large truck
2011011027,2011,Automobile
2011011027,2011,Automobile
2011011029,2011,Automobile
2011011033,2011,Automobile
2011011033,2011,Automobile
2011011034,2011,Automobile
2011011615,2011,Automobile
2011012796,2011,Automobile
2011012796,2011,Automobile
2011013031,2011,Automobile
2011013132,2011,Small truck
2011013132,2011,Automobile
2011013137,2011,Automobile
2011013137,2011,Automobile
2011013138,2011,Automobile
2011013138,2011,Automobile
2011013138,2011,SUV
2011013138,2011,Automobile
2011013139,2011,Automobile
2011013140,2011,SUV
2011013140,2011,Automobile
2011013298,2011,Automobile
2011013299,2011,Automobile
2011013301,2011,SUV
2011013301,2011,Small truck
2011013302,2011,Automobile
2011013304,2011,Automobile
2011013304,2011,Van
2011013306,2011,Automobile
2011013307,2011,Small truck
2011013308,2011,Automobile
2011013592,2011,Automobile
2011013593,2011,Automobile
2011013593,2011,Van
2011013593,2011,SUV
2011013594,2011,Automobile
2011013594,2011,Automobile
2011013596,2011,Small truck
2011013651,2011,Automobile
2011013734,2011,Automobile
2011013734,2011,Automobile
2011013734,2011,Automobile
2011013736,2011,SUV
2011013736,2011,SUV
2011013737,2011,Small truck
2011013737,2011,Small truck
2011013737,2011,SUV
2011013737,2011,Automobile
2011013737,2011,Automobile
2011013740,2011,unknown
2011013740,2011,Automobile
2011013742,2011,Small truck
2011013742,2011,SUV
2011013744,2011,Small truck
2011013745,2011,Automobile
2011013745,2011,Automobile
2011014225,2011,Automobile
2011014225,2011,Automobile
2011014558,2011,Automobile
2011014579,2011,Automobile
2011014579,2011,Automobile
2011014847,2011,Automobile
2011015198,2011,Automobile
2011015198,2011,SUV
2011015201,2011,Automobile
2011015202,2011,Van
2011015203,2011,SUV
2011015205,2011,SUV
2011015205,2011,Small truck
2011015206,2011,Automobile
2011015208,2011,unknown
2011015208,2011,Automobile
2011015208,2011,Automobile
2011015209,2011,Small truck
2011015211,2011,Small truck
2011015211,2011,SUV
2011015212,2011,Van
2011015212,2011,Automobile
2011015213,2011,Automobile
2011015213,2011,Small truck
2011015214,2011,SUV
2011015214,2011,Automobile
2011015216,2011,Automobile
2011015216,2011,SUV
2011015430,2011,Large truck
2011015430,2011,Automobile
2011015430,2011,Automobile
2011015746,2011,Automobile
2011015746,2011,Automobile
2011015752,2011,Small truck
2011015752,2011,SUV
2011015753,2011,Automobile
2011015753,2011,SUV
2011015790,2011,SUV
2011015790,2011,Small truck
2011015791,2011,SUV
2011015791,2011,Automobile
2011015793,2011,Van
2011015801,2011,SUV
2011015801,2011,Large truck
2011015802,2011,Automobile
2011015802,2011,Automobile
2011015804,2011,SUV
2011015804,2011,Automobile
2011015805,2011,Automobile
2011015805,2011,SUV
2011015805,2011,unknown
2011015806,2011,SUV
2011015807,2011,Bus
2011015808,2011,Automobile
2011015808,2011,Small truck
2011015814,2011,Bus
2011015814,2011,Automobile
2011015815,2011,SUV
2011015816,2011,Automobile
2011015816,2011,SUV
2011015827,2011,SUV
2011015827,2011,Van
2011015828,2011,Small truck
2011015828,2011,SUV
2011015829,2011,Automobile
2011015829,2011,Small truck
2011015830,2011,Automobile
2011015830,2011,Automobile
2011015830,2011,Automobile
2011015831,2011,Automobile
2011015831,2011,Automobile
2011015832,2011,Automobile
2011015832,2011,Automobile
2011015838,2011,Van
2011015840,2011,Automobile
2011015841,2011,Automobile
2011015841,2011,Automobile
2011015842,2011,Automobile
2011015842,2011,Automobile
2011015843,2011,SUV
2011015844,2011,Automobile
2011015845,2011,Automobile
2011015845,2011,Small truck
2011015846,2011,Automobile
2011015846,2011,Small truck
2011015846,2011,SUV
2011015847,2011,SUV
2011015847,2011,Van
2011015848,2011,Automobile
2011015848,2011,Automobile
2011015849,2011,Automobile
2011015850,2011,SUV
2011015850,2011,Automobile
2011015861,2011,Automobile
2011015861,2011,Automobile
2011015864,2011,Automobile
2011015864,2011,Automobile
2011015866,2011,Automobile
2011015866,2011,SUV
2011015866,2011,Automobile
2011015866,2011,Automobile
2011015866,2011,Automobile
2011015866,2011,SUV
2011015866,2011,Automobile
2011015867,2011,Automobile
2011015893,2011,Automobile
2011015893,2011,Automobile
2011015894,2011,Automobile
2011015894,2011,SUV
2011015895,2011,Automobile
2011015895,2011,Automobile
2011015899,2011,Automobile
2011015899,2011,Automobile
2011015899,2011,Automobile
2011015899,2011,Automobile
2011015899,2011,Automobile
2011015899,2011,Automobile
2011015899,2011,Automobile
2011015900,2011,Automobile
2011015900,2011,Automobile
2011015901,2011,Automobile
2011015901,2011,Automobile
2011015902,2011,Automobile
2011015903,2011,Automobile
2011015903,2011,Small truck
2011015904,2011,Small truck
2011015904,2011,SUV
2011015904,2011,Automobile
2011015906,2011,Automobile
2011015906,2011,Automobile
2011015909,2011,Automobile
2011015909,2011,Automobile
2011015909,2011,SUV
2011015910,2011,SUV
2011015911,2011,Automobile
2011015912,2011,Automobile
2011015912,2011,Automobile
2011015913,2011,Automobile
2011015913,2011,Automobile
2011015914,2011,Small truck
2011015914,2011,Automobile
2011015914,2011,Automobile
2011015915,2011,Automobile
2011015916,2011,Large truck
2011015916,2011,Automobile
2011015917,2011,Small truck
2011015917,2011,SUV
2011015918,2011,SUV
2011015918,2011,Automobile
2011015921,2011,Automobile
2011015921,2011,Automobile
2011015923,2011,Automobile
2011015923,2011,Large truck
2011015924,2011,unknown
2011015924,2011,SUV
2011015925,2011,Small truck
2011015925,2011,Automobile
2011015926,2011,Automobile
2011015926,2011,SUV
2011015926,2011,Van
2011015926,2011,Automobile
2011015926,2011,SUV
2011015927,2011,SUV
2011015927,2011,Automobile
2011015928,2011,Large truck
2011015928,2011,Automobile
2011015929,2011,Automobile
2011015929,2011,Automobile
2011015930,2011,Automobile
2011015930,2011,Automobile
2011015931,2011,unknown
2011015932,2011,Automobile
2011015932,2011,Automobile
2011015933,2011,Automobile
2011015933,2011,SUV
2011015934,2011,Automobile
2011015934,2011,Automobile
2011015935,2011,Automobile
2011015935,2011,SUV
2011015936,2011,SUV
2011015936,2011,SUV
2011015937,2011,Automobile
2011015937,2011,Automobile
2011015938,2011,Automobile
2011015939,2011,SUV
2011015939,2011,Automobile
2011015940,2011,Automobile
2011015940,2011,Automobile
2011015942,2011,Automobile
2011015942,2011,Automobile
2011015943,2011,Automobile
2011015943,2011,Automobile
2011015943,2011,Automobile
2011015944,2011,Automobile
2011015945,2011,unknown
2011015945,2011,Automobile
2011015945,2011,Automobile
2011015946,2011,Automobile
2011015946,2011,SUV
2011015946,2011,SUV
2011015947,2011,Automobile
2011015948,2011,Small truck
2011015948,2011,Van
2011015948,2011,Automobile
2011015950,2011,Automobile
2011015950,2011,Automobile
2011015951,2011,SUV
2011015951,2011,Automobile
2011015952,2011,Automobile
2011015952,2011,Automobile
2011015953,2011,Automobile
2011015953,2011,Automobile
2011015954,2011,SUV
2011015955,2011,Automobile
2011015955,2011,Automobile
2011015956,2011,Automobile
2011015956,2011,Automobile
2011015957,2011,Van
2011015958,2011,Automobile
2011015958,2011,Automobile
2011015959,2011,Automobile
2011015960,2011,Automobile
2011015960,2011,Small truck
2011015961,2011,Automobile
2011015961,2011,Automobile
2011015963,2011,Automobile
2011015963,2011,Automobile
2011015964,2011,Automobile
2011015964,2011,Automobile
2011015965,2011,SUV
2011015966,2011,Automobile
2011015967,2011,SUV
2011015967,2011,Small truck
2011015968,2011,Automobile
2011015968,2011,Automobile
2011015969,2011,Automobile
2011015969,2011,SUV
2011015969,2011,Automobile
2011015970,2011,Automobile
2011015970,2011,Van
2011015970,2011,Automobile
2011015970,2011,Automobile
2011015970,2011,Automobile
2011015970,2011,Automobile
2011015971,2011,Automobile
2011015972,2011,Automobile
2011015973,2011,Automobile
2011015974,2011,Automobile
2011015974,2011,SUV
2011015975,2011,Automobile
2011015975,2011,Automobile
2011015975,2011,Van
2011015975,2011,Automobile
2011015977,2011,Van
2011015977,2011,Automobile
2011015977,2011,Automobile
2011015978,2011,Automobile
2011015978,2011,Automobile
2011015979,2011,Automobile
2011015980,2011,Automobile
2011015981,2011,unknown
2011015981,2011,SUV
2011015982,2011,Automobile
2011015983,2011,Automobile
2011015983,2011,Automobile
2011015984,2011,Automobile
2011015984,2011,Automobile
2011015985,2011,Automobile
2011015985,2011,SUV
2011015988,2011,Automobile
2011015988,2011,Automobile
2011015989,2011,Automobile
2011015989,2011,SUV
2011015989,2011,Automobile
2011015989,2011,Automobile
2011015990,2011,Automobile
2011015990,2011,Automobile
2011015991,2011,Automobile
2011015991,2011,Automobile
2011015992,2011,Automobile
2011015992,2011,Automobile
2011015994,2011,Bus
2011015994,2011,SUV
2011015995,2011,Automobile
2011015995,2011,Automobile
2011015995,2011,Automobile
2011015996,2011,Small truck
2011015996,2011,Small truck
2011015999,2011,Van
2011016000,2011,Bus
2011016001,2011,Automobile
2011016001,2011,Large truck
2011016002,2011,Large truck
2011016002,2011,SUV
2011016002,2011,SUV
2011016003,2011,Automobile
2011016003,2011,Automobile
2011016004,2011,Automobile
2011016004,2011,Automobile
2011016005,2011,Automobile
2011016005,2011,Automobile
2011016006,2011,Automobile
2011016006,2011,Automobile
2011016008,2011,Automobile
2011016008,2011,Automobile
2011016009,2011,Automobile
2011016009,2011,Automobile
2011016010,2011,Automobile
2011016011,2011,Automobile
2011016011,2011,Automobile
2011016012,2011,Automobile
2011016012,2011,Automobile
2011016014,2011,SUV
2011016014,2011,SUV
2011016015,2011,SUV
2011016015,2011,Automobile
2011016016,2011,Automobile
2011016016,2011,Automobile
2011016017,2011,Van
2011016019,2011,Large truck
2011016019,2011,Automobile
2011016020,2011,SUV
2011016025,2011,Automobile
2011016025,2011,Automobile
2011016026,2011,SUV
2011016026,2011,Automobile
2011016027,2011,SUV
2011016027,2011,Automobile
2011016028,2011,Small truck
2011016028,2011,Automobile
2011016195,2011,Van
2011016195,2011,SUV
2011016195,2011,Small truck
2011016196,2011,Automobile
2011016207,2011,SUV
2011016207,2011,SUV
2011016207,2011,Automobile
2011016207,2011,Automobile
2011016918,2011,Automobile
2011016918,2011,SUV
2011016920,2011,Automobile
2011016923,2011,Automobile
2011016923,2011,Automobile
2011016923,2011,SUV
2011016925,2011,Automobile
2011016925,2011,SUV
2011016925,2011,SUV
2011016925,2011,Automobile
2011016925,2011,Automobile
2011016926,2011,Large truck
2011016931,2011,Motorcycle
2011016931,2011,Automobile
2011016933,2011,Automobile
2011016933,2011,Bus
2011016936,2011,Automobile
2011016940,2011,Automobile
2011016940,2011,Bus
2011016941,2011,Automobile
2011016941,2011,Small truck
2011016942,2011,Large truck
2011016942,2011,Automobile
2011016943,2011,Small truck
2011016943,2011,Automobile
2011016943,2011,Automobile
2011017092,2011,Large truck
2011017092,2011,Automobile
2011017595,2011,Automobile
2011017702,2011,SUV
2011017703,2011,Automobile
2011017703,2011,unknown
2011017705,2011,Automobile
2011017706,2011,Automobile
2011017708,2011,Automobile
2011017709,2011,Automobile
2011017710,2011,Automobile
2011017711,2011,Automobile
2011017713,2011,Automobile
2011017713,2011,Small truck
2011017716,2011,SUV
2011017914,2011,Small truck
2011017916,2011,SUV
2011017916,2011,Automobile
2011017916,2011,Automobile
2011017920,2011,Automobile
2011018426,2011,Automobile
2011018430,2011,Automobile
2011018431,2011,Automobile
2011018431,2011,SUV
2011018561,2011,Large truck
2011018561,2011,Automobile
2011018561,2011,Automobile
2011018562,2011,SUV
2011018562,2011,Large truck
2011018564,2011,Small truck
2011018564,2011,Automobile
2011018771,2011,Large truck
2011018771,2011,Automobile
2011018842,2011,Automobile
2011018842,2011,Automobile
2011018917,2011,Automobile
2011018917,2011,Automobile
2011018917,2011,Automobile
2011018918,2011,Automobile
2011018918,2011,SUV
2011018919,2011,Automobile
2011018919,2011,SUV
2011018938,2011,Automobile
2011018938,2011,Automobile
2011019031,2011,SUV
2011019031,2011,Automobile
2011019032,2011,Automobile
2011019032,2011,Automobile
2011019422,2011,Van
2011019646,2011,Small truck
2011019648,2011,Automobile
2011019648,2011,SUV
2011019649,2011,SUV
2011019649,2011,Automobile
2011019650,2011,Large truck
2011019650,2011,Automobile
2011019652,2011,Automobile
2011019652,2011,Automobile
2011019652,2011,Automobile
2011019959,2011,Automobile
2011019959,2011,SUV
2011020059,2011,Automobile
2011020059,2011,Automobile
2011020060,2011,SUV
2011020060,2011,Large truck
2011020062,2011,Automobile
2011020063,2011,SUV
2011020063,2011,Automobile
2011020064,2011,SUV
2011020064,2011,Automobile
2011020064,2011,Automobile
2011020064,2011,SUV
2011020065,2011,Automobile
2011020065,2011,Automobile
2011020066,2011,SUV
2011020066,2011,Automobile
2011020067,2011,Automobile
2011020067,2011,SUV
2011020067,2011,SUV
2011020068,2011,Automobile
2011020069,2011,SUV
2011020069,2011,Automobile
2011020070,2011,Automobile
2011020070,2011,Automobile
2011020070,2011,Automobile
2011020241,2011,Van
2011020241,2011,SUV
2011020241,2011,Automobile
2011020330,2011,Automobile
2011020367,2011,Automobile
2011020369,2011,Automobile
2011020369,2011,Small truck
2011020510,2011,Automobile
2011020510,2011,Automobile
2011020511,2011,SUV
2011020511,2011,Automobile
2011020511,2011,Automobile
2011020512,2011,SUV
2011020513,2011,Automobile
2011020514,2011,Automobile
2011020515,2011,Automobile
2011020515,2011,Automobile
2011020515,2011,Automobile
2011020517,2011,Automobile
2011020517,2011,SUV
2011020990,2011,Automobile
2011020990,2011,Van
2011020990,2011,Automobile
2011020990,2011,Automobile
2011020990,2011,unknown
2011020991,2011,Small truck
2011020991,2011,Automobile
2011020992,2011,SUV
2011020992,2011,SUV
2011021116,2011,SUV
2011021116,2011,SUV
2011021116,2011,unknown
2011021319,2011,Automobile
2011021319,2011,Automobile
2011021319,2011,Large truck
2011021904,2011,Automobile
2011021904,2011,Automobile
2011021908,2011,SUV
2011022195,2011,Automobile
2011022195,2011,SUV
2011022196,2011,Automobile
2011022199,2011,Automobile
2011022200,2011,SUV
2011022200,2011,Large truck
2011022201,2011,Small truck
2011022201,2011,SUV
2011022202,2011,Automobile
2011022202,2011,Automobile
2011022202,2011,Automobile
2011022204,2011,Automobile
2011022204,2011,Automobile
2011022205,2011,Automobile
2011022206,2011,SUV
2011022208,2011,SUV
2011022209,2011,Automobile
2011022210,2011,SUV
2011022210,2011,Small truck
2011022211,2011,SUV
2011022213,2011,Automobile
2011022405,2011,Automobile
2011022406,2011,Automobile
2011022406,2011,Automobile
2011022408,2011,Automobile
2011022408,2011,Van
2011022408,2011,Automobile
2011022429,2011,Automobile
2011022429,2011,Automobile
2011022430,2011,Automobile
2011022431,2011,SUV
2011022556,2011,Automobile
2011022556,2011,Bus
2011022893,2011,Automobile
2011022893,2011,Automobile
2011022918,2011,Automobile
2011022918,2011,Automobile
2011022919,2011,Automobile
2011022919,2011,Automobile
2011022921,2011,Automobile
2011022921,2011,Automobile
2011022922,2011,Automobile
2011022922,2011,Automobile
2011022964,2011,Automobile
2011022964,2011,SUV
2011022966,2011,SUV
2011022966,2011,Automobile
2011022967,2011,Automobile
2011022967,2011,SUV
2011022967,2011,Automobile
2011022969,2011,Automobile
2011022971,2011,Automobile
2011022972,2011,Automobile
2011022972,2011,Automobile
2011022973,2011,Automobile
2011022974,2011,SUV
2011022975,2011,Automobile
2011022975,2011,Automobile
2011022976,2011,Automobile
2011022976,2011,Automobile
2011022978,2011,Small truck
2011022979,2011,SUV
2011022979,2011,Automobile
2011022980,2011,SUV
2011022980,2011,Van
2011022987,2011,Automobile
2011022987,2011,SUV
2011022987,2011,SUV
2011022991,2011,Automobile
2011022991,2011,SUV
2011022991,2011,unknown
2011022992,2011,Automobile
2011022992,2011,Small truck
2011022993,2011,Automobile
2011022993,2011,Automobile
2011022994,2011,Automobile
2011022994,2011,Automobile
2011022995,2011,Automobile
2011022995,2011,Automobile
2011022996,2011,Automobile
2011022996,2011,Automobile
2011023007,2011,Automobile
2011023007,2011,Small truck
2011023008,2011,Automobile
2011023008,2011,Automobile
2011023008,2011,Automobile
2011023009,2011,Automobile
2011023009,2011,Automobile
2011023009,2011,Automobile
2011023010,2011,Automobile
2011023010,2011,Automobile
2011023011,2011,Automobile
2011023019,2011,Small truck
2011023020,2011,Automobile
2011023020,2011,SUV
2011023021,2011,Automobile
2011023022,2011,Automobile
2011023022,2011,SUV
2011023023,2011,SUV
2011023024,2011,Automobile
2011023025,2011,Automobile
2011023025,2011,Automobile
2011023027,2011,Automobile
2011023027,2011,Automobile
2011023028,2011,SUV
2011023029,2011,Small truck
2011023029,2011,Automobile
2011023030,2011,Automobile
2011023030,2011,Small truck
2011023041,2011,Automobile
2011023041,2011,Automobile
2011023043,2011,Automobile
2011023043,2011,Automobile
2011023044,2011,Automobile
2011023045,2011,Van
2011023045,2011,Large truck
2011023046,2011,Automobile
2011023046,2011,Automobile
2011023046,2011,Small truck
2011023047,2011,Automobile
2011023047,2011,SUV
2011023047,2011,Automobile
2011023047,2011,Automobile
2011023047,2011,Small truck
2011023047,2011,Automobile
2011023048,2011,Large truck
2011023048,2011,Automobile
2011023049,2011,Automobile
2011023049,2011,Automobile
2011023050,2011,Automobile
2011023050,2011,Automobile
2011023050,2011,SUV
2011023051,2011,Van
2011023123,2011,Automobile
2011023123,2011,Automobile
2011023124,2011,Automobile
2011023124,2011,Automobile
2011023125,2011,Automobile
2011023125,2011,Automobile
2011023126,2011,Automobile
2011023126,2011,Automobile
2011023127,2011,Automobile
2011023127,2011,Automobile
2011023127,2011,Automobile
2011023128,2011,Bus
2011023128,2011,Automobile
2011023167,2011,SUV
2011023167,2011,Automobile
2011023168,2011,Automobile
2011023169,2011,Automobile
2011023170,2011,Automobile
2011023171,2011,SUV
2011023172,2011,Automobile
2011023173,2011,Automobile
2011023173,2011,Automobile
2011023173,2011,SUV
2011023174,2011,Automobile
2011023174,2011,Large truck
2011023175,2011,Small truck
2011023175,2011,Automobile
2011023175,2011,Automobile
2011023175,2011,SUV
2011023176,2011,SUV
2011023176,2011,Automobile
2011023176,2011,Automobile
2011023176,2011,Automobile
2011023176,2011,SUV
2011023177,2011,Automobile
2011023177,2011,SUV
2011023178,2011,Automobile
2011023178,2011,Automobile
2011023179,2011,Automobile
2011023180,2011,Automobile
2011023181,2011,Automobile
2011023181,2011,Automobile
2011023182,2011,Small truck
2011023183,2011,Automobile
2011023183,2011,Small truck
2011023184,2011,Van
2011023184,2011,Automobile
2011023185,2011,SUV
2011023185,2011,Automobile
2011023186,2011,Small truck
2011023186,2011,Automobile
2011023187,2011,Small truck
2011023187,2011,Automobile
2011023187,2011,SUV
